'Gew�sser';'Wasserk�rper';'Messstelle';'Aggregierte Messstellen';'Stromkilometer';'Parameter';'Messwert';'Einheit';'Messwerttyp';'Erfassungsart';'Messwertart';'Messvorgang';'Datum';'Bezugsjahr';'Zeit';'Datum bis';'Zeit bis';'Status';'Analysemethode';'Bemerkung (Datenausgabe)';'zus�tzliche Informationen'
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';;'µg/l';'nicht nachweisbar (Grenzwert unbekannt)';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';04.02.1993;;07:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';1,7;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';01.03.1993;;16:00;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';1,1;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';29.03.1993;;14:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';11,4;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';26.04.1993;;13:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';;'µg/l';'nicht nachweisbar (Grenzwert unbekannt)';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';24.05.1993;;12:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';61,7;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';23.06.1993;;13:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';29,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';21.07.1993;;12:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';17,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';18.08.1993;;11:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';60,2;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.09.1993;;10:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';53,4;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';13.10.1993;;08:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';12,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';11.11.1993;;07:25;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';8,1;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.12.1993;;14:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';8,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';03.01.1994;;13:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';4,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';31.01.1994;;12:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';15,3;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';02.03.1994;;13:10;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';24;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.03.1994;;12:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';28;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';29.03.1994;;12:40;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';15,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';11.04.1994;;11:25;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';49;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';27.04.1994;;12:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';63;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';25.05.1994;;10:45;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';88;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';22.06.1994;;09:40;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';60;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';20.07.1994;;08:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';57;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';18.08.1994;;08:25;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';49;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.09.1994;;06:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';41;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';27.09.1994;;13:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';43;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';10.10.1994;;13:40;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';38;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';24.10.1994;;12:45;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';25;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';07.11.1994;;12:45;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';6,1;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';07.12.1994;;13:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';6,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';03.01.1995;;11:25;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';11,9;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';31.01.1995;;10:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';10,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';27.02.1995;;08:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';53,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';28.03.1995;;09:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';51,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';26.04.1995;;08:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';51,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';22.05.1995;;16:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';32,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';19.06.1995;;15:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';;'µg/l';'n.b. (Grenzwert unbekannt)';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';17.07.1995;;14:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';41,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';14.08.1995;;13:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';63,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';11.09.1995;;12:45;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';36,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';09.10.1995;;10:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';40,0;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.11.1995;;09:10;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';7,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.12.1995;;09:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';5,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';03.01.1996;;08:10;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';3,7;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';01.02.1996;;08:00;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';7,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';26.02.1996;;15:00;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';26;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';26.03.1996;;14:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';35;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';22.04.1996;;13:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';31;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';21.05.1996;;13:30;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';36;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';17.06.1996;;11:45;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';134;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.07.1996;;11:10;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';123;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';12.08.1996;;10:15;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';110;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';09.09.1996;;08:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';52;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';08.10.1996;;07:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';16;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';07.11.1996;;07:10;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';5,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';02.12.1996;;14:15;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';2,8;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';08.01.1997;;09:35;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';4,6;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.02.1997;;09:00;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';15;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';06.03.1997;;07:40;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';39;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';02.04.1997;;06:40;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';102;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';28.04.1997;;14:20;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';14;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';26.05.1997;;13:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';75;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';23.06.1997;;12:50;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';40;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';21.07.1997;;11:55;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';173;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';18.08.1997;;11:05;;;'freigegeben';'-';
'Elbe';'Hafen';'Seemannshöft (Strom-km 628,9)';;628,9;'Chlorophyll-A';138;'µg/l';'quantitativ nachgewiesen';'Wasser - Gesamtprobe';'Einzelprobe';'Intervallmessungen';15.09.1997;;09:25;;;'freigegeben';'-';
